;tweetid;stance;sentiment;temporal_orientation
2181;1517664400773029888;believe;positive;future
2182;1501260064962662400;believe;positive;future
2183;1484610707543015426;deny;negative;present
2184;1482628154535526400;believe;neutral;future
2185;1447421076984647680;believe;positive;future
2186;1473198125196136449;believe;neutral;present
2187;1460885811474276361;believe;negative;future
2188;1473716877495050250;deny;negative;future
2189;1484764968763461633;deny;positive;future
2190;1517539227080310785;believe;positive;future
2191;1461157262626488324;believe;negative;present
2192;1516045072436891658;believe;positive;future
2193;1474074824037191700;believe;neutral;present
2194;1475513973365694468;deny;negative;future
2195;1490792015386144769;deny;negative;present
2196;1476569234964729861;believe;negative;future
2197;1467746651209035778;believe;negative;past
2198;1483874815912067072;believe;neutral;future
2199;1477305471597961221;believe;positive;present
2200;1469914282666115074;deny;positive;future
2201;1507283485488304128;believe;positive;future
2202;1471929534463320074;believe;negative;future
2203;1517581314395975682;believe;positive;future
2204;1515898118201823232;believe;positive;future
2205;1516790535415025664;believe;positive;future
2206;1477685367046389761;believe;neutral;present
2207;1478018149538742276;deny;negative;past
2208;1460401851828879360;deny;positive;present
2209;1473175399689375748;deny;positive;past
2210;1517104206574137346;believe;positive;future
2211;1424873062122590213;believe;negative;present
2212;1474460849800724488;believe;neutral;past
2213;1484458066896732170;believe;positive;future
2214;1516268185028546560;believe;positive;present
2215;1482749001229344777;believe;neutral;future
2216;1482854461492142091;deny;positive;past
2217;1492811182226427912;deny;negative;future
2218;1502467315488944131;believe;neutral;future
2219;1480854809326624769;believe;positive;future
2220;1483073004007530498;deny;negative;present
2221;1511009387489501195;believe;positive;future
2222;1475659423720914945;deny;positive;past
2223;1470219597483708417;believe;positive;future
2224;1513758474626232322;believe;neutral;past
2225;1509539554717405189;believe;positive;future
2226;1472158280327831561;believe;neutral;present
2227;1495913068416622595;deny;negative;present
2228;1487862043373887495;deny;negative;past
2229;1516736900236988420;believe;positive;future
2230;1476660012273573891;believe;negative;future
2231;1496483850926632971;deny;negative;present
2232;1514553798295166984;believe;positive;future
2233;1484052339669417986;believe;neutral;present
2234;1478735302206312451;believe;neutral;future
2235;1474137489182904321;believe;neutral;past
2236;1471455420128579589;believe;positive;future
2237;1425161991912628228;deny;negative;past
2238;1503907187365580801;believe;neutral;future
2239;1439686422420590598;believe;neutral;present
2240;1459850091548794880;believe;negative;future
2241;1509386581211189251;believe;neutral;future
2242;1485440840155680772;believe;neutral;present
2243;1474693762160934914;deny;neutral;past
2244;1424839186218106887;believe;negative;future
2245;1468086923839389696;deny;negative;past
2246;1517282339709419520;believe;positive;future
2247;1473390615798824963;believe;negative;present
2248;1472593394249572354;believe;negative;future
2249;1454030154716438533;believe;negative;future
2250;1447270767327158273;believe;positive;present
2251;1477996415582294018;believe;negative;past
2252;1487476255914184704;deny;negative;future
2253;1514794494490988544;believe;positive;future
2254;1471140278476095489;believe;negative;future
2255;1472565285030805505;believe;negative;future
2256;1514549349811851264;believe;positive;future
2257;1514595575458516995;believe;positive;future
2258;1484795410371817478;believe;neutral;future
2259;1469861272124628999;deny;positive;past
2260;1484116380312285184;believe;positive;future
2261;1501643855225045002;believe;neutral;future
2262;1514956150063644672;believe;positive;future
2263;1514585900927225863;believe;positive;future
2264;1469996665503367171;believe;negative;future
2265;1517350611490340864;believe;positive;present
2266;1459664913799028739;deny;positive;past
2267;1514554153254944771;believe;positive;future
2268;1468320329055539209;believe;negative;past
2269;1441764942017810445;believe;neutral;present
2270;1494225723522883584;deny;negative;future
2271;1441465480397611008;believe;positive;future
2272;1477053580934729730;believe;negative;future
2273;1459750793087574025;deny;neutral;present
2274;1510863857547239429;believe;positive;present
2275;1483351862933925889;believe;neutral;present
2276;1430543157784190982;deny;positive;past
2277;1515030865935482889;believe;positive;future
2278;1471347281244872705;believe;negative;past
2279;1470438662504599561;deny;positive;present
2280;1479272166176796672;believe;neutral;future
2281;1461073731028201472;believe;negative;future
2282;1461572176943923201;believe;neutral;past
2283;1436359833838518274;believe;negative;future
2284;1470138911074578444;believe;neutral;future
2285;1474224453433266176;deny;negative;future
2286;1469081833849556992;believe;negative;present
2287;1475629207057321987;believe;neutral;present
2288;1514747241332113411;believe;positive;future
2289;1497792717681676291;believe;neutral;present
2290;1461726184618672134;believe;negative;past
2291;1489746195773857793;deny;neutral;future
2292;1514556288440565761;believe;positive;future
2293;1473673342905323526;believe;negative;present
2294;1478080886667108353;believe;neutral;present
2295;1481114244003221505;deny;negative;past
2296;1470002131402907655;believe;neutral;future
2297;1480521445616742400;believe;positive;future
2298;1491675609428373505;deny;negative;future
2299;1474915884527353858;believe;positive;present
2300;1492569695580569608;deny;negative;present
2301;1454101115734212618;believe;neutral;future
2302;1479032621179015170;believe;neutral;present
2303;1502735376489844743;believe;neutral;future
2304;1512783271993745415;believe;positive;past
2305;1470430786142810116;deny;neutral;past
2306;1504120300698546195;believe;positive;present
2307;1474672614153113606;believe;neutral;past
2308;1477828386789617666;believe;neutral;present
2309;1476846865148612608;believe;negative;past
2310;1515967742209368068;believe;positive;future
2311;1479068984129441792;believe;negative;future
2312;1484525785813639170;deny;negative;future
2313;1457152978675068931;believe;positive;future
2314;1460881402359169026;believe;negative;past
2315;1482169109018476545;believe;neutral;future
2316;1484402688498544646;believe;neutral;present
2317;1461161472914980866;believe;neutral;future
2318;1475939192056201226;believe;negative;future
2319;1475173073196400644;believe;neutral;past
2320;1461388624335933446;believe;neutral;future
2321;1514566866102255616;believe;positive;present
2322;1470766638853246984;believe;negative;present
2323;1474687506436210691;deny;negative;future
2324;1498941411701534721;believe;positive;future
2325;1461115424595087360;believe;negative;future
2326;1511785714312175623;believe;positive;future
2327;1477718526962151424;believe;negative;future
2328;1473582895327432706;believe;positive;future
2329;1480914175941615623;deny;negative;present
2330;1517558112655355904;believe;positive;future
2331;1461495754573463554;deny;positive;past
2332;1514543506450104328;believe;positive;future
2333;1474688891819118593;believe;neutral;present
2334;1440473238232989697;believe;negative;future
2335;1475547278698033157;believe;negative;future
2336;1481295139238785024;deny;negative;future
2337;1496871656043827214;deny;negative;past
2338;1485584163717718021;deny;negative;future
2339;1426193943499321350;believe;neutral;future
2340;1476252343096299521;believe;negative;future
2341;1461877471423303690;believe;negative;future
2342;1458734144486199296;believe;positive;future
2343;1478069280109330433;believe;neutral;present
2344;1461329602102677504;believe;neutral;future
2345;1471811994403540994;believe;positive;future
2346;1483854110336110594;believe;neutral;future
2347;1478906820999663616;deny;negative;future
2348;1477823407970402304;deny;neutral;past
2349;1476541086512214025;believe;negative;future
2350;1425061704094916608;believe;negative;future
2351;1517280139633381376;believe;positive;present
2352;1508390973868437505;believe;neutral;future
2353;1433529250867449859;deny;negative;present
2354;1461434998909816837;believe;neutral;future
2355;1461274688064159746;believe;positive;future
2356;1477381816097116160;deny;neutral;future
2357;1514545057419829248;believe;positive;future
2358;1486404775612542978;deny;negative;future
2359;1460457868059189254;deny;neutral;future
2360;1459764735830675464;deny;positive;past
2361;1460913132688216067;believe;neutral;past
2362;1492915379252965378;deny;negative;past
2363;1457385444476440577;believe;negative;future
2364;1471671882713817090;believe;neutral;future
2365;1478120832765366272;deny;positive;present
2366;1479943272390922242;believe;negative;future
2367;1484937052244357142;deny;negative;future
2368;1488754361849331713;deny;negative;past
2369;1517217802876190720;believe;neutral;past
2370;1495472118020014081;deny;negative;past
2371;1504073550210162689;believe;positive;future
2372;1471866854826135556;deny;negative;present
2373;1491753195755950081;deny;positive;present
2374;1480239406426443777;deny;negative;present
2375;1475793842129547265;deny;negative;present
2376;1470957001211621378;believe;neutral;present
2377;1489553194619392005;deny;negative;present
2378;1515885631053783045;believe;positive;past
2379;1517710699211878400;believe;positive;future
2380;1482946369237098499;deny;negative;present
2381;1484847742749143043;deny;negative;present
2382;1471231636050100228;believe;neutral;future
2383;1508653139855089669;believe;positive;future
2384;1514547956594393094;believe;positive;future
2385;1482590176303931393;deny;negative;future
2386;1461546102008664066;believe;neutral;future
2387;1482375483035553795;deny;neutral;future
2388;1498494726911119363;believe;neutral;future
2389;1459159434148683785;believe;positive;future
2390;1469301985899810818;believe;negative;future
2391;1511699427492253698;believe;positive;past
2392;1476599496809267200;believe;neutral;future
2393;1486741034662961155;deny;neutral;past
2394;1470022116267503622;believe;negative;future
2395;1460734909912387588;deny;negative;past
2396;1479094840415588352;believe;neutral;present
2397;1496168315034681344;deny;negative;past
2398;1482140917754732546;believe;positive;future
2399;1469932532460314624;deny;positive;future
2400;1517533122170343427;believe;positive;future
2401;1486748245346947078;deny;positive;present
2402;1515157769309257730;believe;positive;present
2403;1474047671010799617;believe;neutral;past
2404;1480929958264549383;deny;negative;past
2405;1514927583494021122;believe;positive;future
2406;1461462275340992515;believe;negative;future
2407;1474887151254859777;deny;negative;future
2408;1442518162402996226;believe;positive;future
2409;1470609731601371137;deny;negative;past
2410;1472409127909568512;believe;neutral;past
2411;1473196293967122433;believe;neutral;past
2412;1481081007881306116;deny;negative;present
2413;1461843912214163466;believe;neutral;future
2414;1473384817945423882;believe;negative;past
2415;1476155433555533824;believe;negative;future
2416;1472950947840155650;deny;neutral;future
2417;1514810516354797573;believe;positive;future
2418;1498334023201996804;believe;positive;present
2419;1516114725972680704;believe;positive;future
2420;1487921350102503424;deny;positive;past
2421;1438522963741986826;believe;positive;future
2422;1478329155087437824;deny;negative;future
2423;1495491659009867784;deny;negative;future
2424;1469233932944109569;deny;neutral;future
2425;1517500032618237952;believe;positive;future
2426;1476836931950596107;deny;neutral;future
2427;1454522172328890368;believe;neutral;present
2428;1460957394457014273;believe;negative;future
2429;1516432012982341635;believe;positive;past
2430;1461302420223315971;believe;negative;past
2431;1492839362437939202;deny;negative;future
2432;1477650909295349762;believe;neutral;future
2433;1502794711756845056;believe;neutral;past
2434;1481080965384519682;deny;negative;future
2435;1476252396900831239;believe;negative;future
2436;1477959301482254336;believe;neutral;future
2437;1481731002808487936;deny;neutral;past
2438;1513489058923786248;believe;positive;present
2439;1484740470853242882;deny;positive;future
2440;1477469916030816258;believe;negative;future
2441;1424730511637811206;deny;positive;future
2442;1470645084794363906;deny;neutral;past
2443;1509610731410448387;believe;neutral;future
2444;1480742665775947779;believe;positive;future
2445;1478793400153346053;believe;neutral;past
2446;1460711179286769669;believe;negative;future
2447;1450103488684466179;believe;neutral;future
2448;1461914975723687942;believe;negative;present
2449;1478714855578345472;believe;negative;future
2450;1484146004807061508;deny;negative;present
2451;1472631380005769222;believe;negative;present
2452;1461326099665887233;believe;negative;future
2453;1477593792853299203;deny;negative;present
2454;1513994856020180992;believe;positive;future
2455;1471809399803031557;believe;negative;present
2456;1488054253377802240;deny;negative;past
2457;1473196459617050630;believe;negative;future
2458;1517597019770171393;believe;positive;future
2459;1489592999327956992;deny;negative;future
2460;1479812919206584324;believe;neutral;present
2461;1477971244137869313;believe;negative;past
2462;1514518628556754948;believe;positive;future
2463;1502391045673431043;believe;neutral;future
2464;1443634847851950080;deny;neutral;future
2465;1477876533058539524;believe;positive;future
2466;1500516588302344193;believe;positive;future
2467;1478154293496721411;believe;negative;past
2468;1500102173560029193;believe;neutral;future
2469;1513582055971749888;believe;positive;future
2470;1483420137101348864;believe;neutral;future
2471;1438734039423221765;deny;negative;future
2472;1492923462830243841;deny;negative;past
2473;1514415397830684675;believe;positive;future
2474;1469727398065233924;believe;negative;future
2475;1512485722518827011;believe;positive;future
2476;1494256296228446210;deny;negative;present
2477;1424122038009188352;deny;negative;future
2478;1478440090246557698;believe;neutral;future
2479;1501650333038043139;believe;positive;future
2480;1478851047997251584;believe;neutral;future
2481;1508032823642386433;believe;neutral;future
2482;1453647553396760580;believe;positive;future
2483;1514529181631381507;believe;positive;future
2484;1471502294621425676;believe;neutral;present
2485;1430730961658986498;believe;negative;future
2486;1501435336580538372;believe;positive;past
2487;1469760064139321351;deny;neutral;future
2488;1514408116154105859;believe;positive;present
2489;1483976728166998021;deny;negative;past
2490;1477425523756253193;believe;negative;future
2491;1468608064194547720;deny;positive;past
2492;1460487949632552960;believe;negative;present
2493;1488250120466485252;deny;negative;future
2494;1515838767407550465;believe;positive;future
2495;1506244213025161219;believe;positive;future
2496;1455638075347017729;deny;positive;future
2497;1428019992168181768;believe;negative;future
2498;1462251402172854279;believe;negative;future
2499;1517516630074753025;believe;positive;future
2500;1516536617665634304;believe;positive;present
2501;1478762870527574016;believe;neutral;present
2502;1488058209415962626;deny;negative;past
2503;1468561167815688192;believe;neutral;past
2504;1485246707579424768;believe;positive;present
2505;1479864835731038209;deny;negative;future
2506;1461750161231728644;deny;negative;past
2507;1496982602372235274;deny;negative;past
2508;1460972651606728713;believe;negative;past
2509;1479483401551814656;believe;negative;future
2510;1457653971473031175;believe;positive;present
2511;1474602400480649222;believe;neutral;future
2512;1517196690541146112;believe;positive;future
2513;1428638857746997249;believe;negative;future
2514;1479562189241466881;believe;negative;future
2515;1481673268876750859;believe;neutral;present
2516;1515494444321021954;believe;neutral;past
2517;1473285532318945292;deny;positive;present
2518;1516282988426055690;believe;positive;future
2519;1507087883294818324;believe;positive;present
2520;1476735117561417729;believe;negative;future
2521;1461603228634828803;believe;neutral;past
2522;1476628270322012160;deny;neutral;future
2523;1461349257269559301;believe;negative;present
2524;1515917192524668928;believe;positive;past
2525;1487402083036790789;deny;negative;present
2526;1472742244922785792;believe;negative;present
2527;1441445247695867905;believe;neutral;present
2528;1514638609865129985;believe;positive;future
2529;1468087581976018949;believe;neutral;past
2530;1514592818966429698;believe;positive;future
2531;1517872731756593156;believe;positive;future
2532;1493960319374405638;deny;negative;future
2533;1469841895165677571;believe;negative;future
2534;1459299007172419594;believe;positive;present
2535;1495360101909213189;deny;neutral;present
2536;1460979429073690637;believe;neutral;past
2537;1460912011819171842;believe;negative;past
2538;1473381228090990603;believe;negative;present
2539;1467780906903650311;believe;negative;future
2540;1477673670843768839;believe;neutral;present
2541;1473040682872979457;believe;neutral;present
2542;1493732345156878336;deny;negative;present
2543;1516523556191956997;believe;positive;present
2544;1478015238406647812;believe;negative;future
2545;1489320690926997507;deny;positive;future
2546;1507806535749189639;believe;neutral;future
2547;1469747905397411840;believe;positive;present
2548;1514424901599326209;believe;positive;future
2549;1517359100383928320;believe;positive;present
2550;1429972745010356225;believe;negative;future
2551;1486672747732344840;deny;negative;past
2552;1468316142892691463;believe;positive;present
2553;1468980751106560005;deny;negative;future
2554;1507426238381576193;believe;neutral;past
2555;1516946630779731968;believe;positive;past
2556;1477492971633324037;believe;negative;future
2557;1494552472861528073;deny;negative;future
2558;1511076758073708545;believe;positive;future
2559;1486989797679849478;deny;negative;past
2560;1482111930177363973;deny;neutral;future
2561;1481781415578464257;deny;positive;present
2562;1458194065460285441;believe;neutral;future
2563;1502957132425089026;believe;neutral;future
2564;1499804745468309504;believe;neutral;past
2565;1514582889320501252;believe;positive;future
2566;1516322047290339328;believe;positive;future
2567;1517519837945229312;believe;positive;present
2568;1498186437052846086;believe;positive;present
2569;1470930729726976000;believe;negative;present
2570;1472982234781171719;believe;neutral;present
2571;1498939319960145926;believe;positive;future
2572;1514785992661643265;believe;positive;future
2573;1477883442620776449;believe;negative;past
2574;1500947485035876353;believe;positive;future
2575;1499292429698187265;believe;positive;future
2576;1472686870245126148;believe;negative;future
2577;1461082401204023299;believe;negative;future
2578;1517289048918065152;believe;positive;past
2579;1514618622320144387;believe;positive;future
2580;1460786053921394696;believe;neutral;present
2581;1476595666541592582;believe;positive;future
2582;1472617366580350978;deny;negative;present
2583;1476530161583628293;believe;negative;future
2584;1517409430824194048;believe;positive;past
2585;1516384023584591879;believe;positive;future
2586;1505390967947374593;believe;positive;present
2587;1473367393208520704;believe;negative;future
2588;1468915258001702918;believe;neutral;present
2589;1453055092488278018;believe;positive;future
2590;1456280485836083207;believe;negative;future
2591;1475285446653452292;believe;neutral;future
2592;1489678891119751169;deny;negative;future
2593;1481623336400695297;believe;neutral;future
2594;1503514710683103234;believe;neutral;past
2595;1508892945721827332;believe;positive;future
2596;1470087884111851525;deny;positive;future
2597;1425762706083123200;believe;negative;present
2598;1468183199910088705;deny;neutral;past
2599;1421851502965002246;deny;negative;future
2600;1506277136243568646;believe;neutral;future
2601;1510209517593714692;believe;positive;future
2602;1475823775694397441;believe;negative;present
2603;1481416720921161730;believe;neutral;future
2604;1472797690970841092;believe;negative;future
2605;1480524121272471556;believe;neutral;future
2606;1514556129140903936;believe;positive;future
2607;1483892552889733124;believe;neutral;past
2608;1482625377843527680;believe;neutral;present
2609;1471240215679229954;believe;negative;future
2610;1480986030622740481;believe;neutral;future
2611;1514399859394052098;believe;positive;present
2612;1426903696927952898;believe;positive;future
2613;1481318257311240197;deny;positive;present
2614;1457061542424236032;believe;positive;future
2615;1510856708708573187;believe;positive;future
2616;1517336251011063809;believe;positive;future
2617;1454515360611381251;believe;negative;future
2618;1509016821214724097;believe;neutral;future
2619;1476402012942184448;believe;neutral;past
2620;1473707114484932613;believe;positive;present
2621;1469862281102053378;believe;negative;future
2622;1455424250869739525;believe;neutral;present
2623;1514190528199499780;believe;positive;present
2624;1504895728572903425;believe;positive;present
2625;1492401566351085568;deny;neutral;future
2626;1516502252621545477;believe;positive;future
2627;1471446908279345153;believe;negative;future
2628;1505369587944235010;believe;neutral;future
2629;1459884937201565701;believe;neutral;future
2630;1461113478085844998;deny;negative;future
2631;1472749749782540290;believe;negative;past
2632;1443307863145918465;believe;negative;future
2633;1461522813072805888;believe;negative;present
2634;1462014942886912006;believe;neutral;future
2635;1514540335552073730;believe;positive;future
2636;1511020781626609668;believe;positive;present
2637;1474087968063164437;deny;negative;present
2638;1514452404254613509;believe;positive;present
2639;1500987690153824260;believe;neutral;future
2640;1478679417358585862;deny;negative;future
2641;1517770321339817984;believe;positive;future
2642;1504868361955590145;believe;neutral;future
2643;1442744400090644481;believe;positive;future
2644;1514573712905109512;believe;positive;future
2645;1452657097754226698;believe;neutral;future
2646;1468475317312438279;believe;negative;future
2647;1480245523537817603;deny;negative;present
2648;1492873715708739594;deny;negative;future
2649;1514538990682079238;believe;positive;future
2650;1514601175680577542;believe;neutral;past
2651;1494676626851999750;deny;neutral;past
2652;1461107416427229189;believe;negative;past
2653;1481367044826275853;believe;neutral;future
2654;1493729631274418181;deny;negative;present
2655;1516232879025491970;believe;positive;present
2656;1456971596854403078;believe;positive;past
2657;1441808317278408708;believe;positive;future
2658;1480181723820445704;believe;neutral;future
2659;1470662934699331585;believe;neutral;future
2660;1517549345364717570;believe;positive;future
2661;1514408513124003843;believe;positive;past
2662;1468301930363559939;believe;neutral;present
2663;1476226380048252935;believe;negative;future
2664;1479109411729600514;deny;negative;present
2665;1489510729006956545;deny;positive;past
2666;1482267945132826625;deny;neutral;present
2667;1513943861512617995;believe;positive;future
2668;1514550448057118722;believe;positive;future
2669;1461324089918951433;believe;negative;future
2670;1483646554724519939;deny;positive;future
2671;1475982677371236361;believe;positive;future
2672;1483241724918988803;believe;neutral;future
2673;1480223645691699206;believe;neutral;future
2674;1454860973077143560;believe;neutral;future
2675;1483204647129022468;deny;negative;past
2676;1509132159805980674;believe;neutral;future
2677;1468236376642576398;believe;neutral;future
2678;1517322150465904640;believe;positive;past
2679;1501524842411171845;believe;positive;future
2680;1450875608892776449;believe;positive;future
2681;1484643872596795396;deny;negative;future
2682;1495723586237177860;deny;negative;present
2683;1515620821620113414;believe;positive;past
2684;1502724156386906121;believe;neutral;future
2685;1476896754410921988;deny;negative;present
2686;1472514061942276104;believe;negative;past
2687;1476668857406275592;believe;neutral;future
2688;1514552799681740801;believe;positive;future
2689;1475917516782272513;believe;neutral;present
2690;1492827515936776194;deny;neutral;present
2691;1485614861014941696;believe;positive;future
2692;1499566249000456193;believe;neutral;future
2693;1504949195622731777;believe;positive;future
2694;1460644783341203456;believe;positive;future
2695;1475006800986447873;believe;negative;future
2696;1514587757267795973;believe;positive;future
2697;1473790821644353538;believe;neutral;past
2698;1516312267125628928;believe;positive;future
2699;1433584114750214148;believe;positive;future
2700;1426887069717180417;believe;negative;past
2701;1470994733493276672;believe;negative;past
2702;1509816263396278282;believe;positive;present
2703;1469470735060148224;deny;negative;future
2704;1510040085097598984;believe;neutral;future
2705;1483184057039171584;deny;negative;future
2706;1470843327998214148;deny;negative;past
2707;1468493006525317125;deny;negative;future
2708;1471770381497348096;believe;negative;past
2709;1476045564672368645;deny;negative;future
2710;1470081845333303297;believe;negative;future
2711;1461168095553363980;deny;neutral;past
2712;1513482241799856128;believe;positive;past
2713;1476762890128478218;believe;negative;past
2714;1491932036298420225;deny;negative;future
2715;1461805418183860227;believe;negative;future
2716;1473524722633560064;believe;negative;past
2717;1483926203694129152;deny;negative;past
2718;1511773496514420737;believe;positive;present
2719;1498318654815023113;deny;negative;present
2720;1517674096498253827;believe;positive;future
2721;1515670593420488706;believe;positive;future
2722;1494505083832254470;deny;neutral;present
2723;1484590009067864068;believe;neutral;future
2724;1461740808558854151;believe;positive;present
2725;1505133540736135174;believe;positive;future
2726;1503533229504036867;believe;neutral;future
2727;1474736748945096704;deny;neutral;present
2728;1468582371826049031;believe;negative;future
2729;1514075648632885248;believe;positive;past
2730;1480776308883800066;believe;neutral;future
2731;1481208691349233665;believe;neutral;future
2732;1473095933491617793;believe;negative;future
2733;1471215278164004871;believe;negative;present
2734;1473923852187152385;believe;negative;past
2735;1513377300267556865;believe;positive;future
2736;1487988100244594690;deny;positive;past
2737;1515859273288646656;believe;neutral;past
2738;1471318945881903107;believe;neutral;future
2739;1473545985758482433;believe;neutral;future
2740;1479972930037637122;believe;negative;future
2741;1514020441878405131;believe;positive;present
2742;1452473627727777792;believe;neutral;present
2743;1474047924900409356;believe;negative;past
2744;1514662520513961990;believe;positive;present
2745;1451174011283644421;deny;negative;future
2746;1478107397944008707;believe;negative;past
2747;1461307273935044612;deny;negative;past
2748;1470479236792295429;believe;negative;present
2749;1510868004401291268;believe;neutral;past
2750;1515155279100653568;believe;positive;future
2751;1516313196780716039;believe;positive;future
2752;1481763466704826371;believe;positive;present
2753;1477684029306589187;believe;negative;future
2754;1503412411667148800;believe;positive;future
2755;1472753728897773574;believe;negative;future
2756;1422615675084881920;believe;positive;future
2757;1515153101761949696;believe;positive;future
2758;1440707985634840590;believe;neutral;future
2759;1479265894220107778;believe;positive;future
2760;1469727464179916802;believe;negative;future
2761;1495321678150344713;deny;positive;future
2762;1467559119100035077;believe;negative;future
2763;1470862905306460167;believe;negative;future
2764;1485637461606907908;deny;negative;present
2765;1482475345584394241;believe;positive;present
2766;1484642578876465153;deny;negative;past
2767;1438176732788445195;believe;positive;present
2768;1483682849979236352;believe;positive;future
2769;1476546549245173764;believe;negative;past
2770;1478406427739705347;deny;positive;past
2771;1479493310892945416;believe;negative;future
2772;1507904733985460226;believe;positive;past
2773;1516968560266031105;believe;positive;past
2774;1512053591523090435;believe;positive;future
2775;1475463822374846467;believe;negative;future
2776;1490668546497593347;deny;neutral;present
2777;1468231836656717829;believe;negative;future
2778;1514434868524249092;believe;positive;future
2779;1461109986935726086;believe;negative;future
2780;1473736090548936714;believe;negative;past
2781;1478918688673779712;deny;negative;future
2782;1484292427695681541;believe;neutral;present
2783;1474292062875013123;believe;negative;past
2784;1459986421050183685;deny;negative;present
2785;1498443383093837830;believe;neutral;future
2786;1514531030447067138;believe;neutral;past
2787;1497610528264491010;believe;neutral;present
2788;1517756455620947968;believe;positive;present
2789;1477033137238642691;believe;neutral;future
2790;1460736462689820682;deny;negative;past
2791;1514498331363676163;believe;positive;future
2792;1515573168093614086;believe;positive;future
2793;1514537394384506882;believe;positive;future
2794;1510637536028213248;believe;positive;present
2795;1477766724405510147;believe;negative;future
2796;1434551032818778118;believe;neutral;present
2797;1483200789078163458;deny;negative;present
2798;1468076458992013313;believe;negative;future
2799;1486762645638332418;deny;negative;present
2800;1474048026175934469;believe;negative;future
2801;1483339426319065088;believe;neutral;present
2802;1516569721747173376;believe;positive;present
2803;1517412192605204480;believe;positive;future
2804;1516858920333021184;believe;neutral;past
2805;1483847633172979716;believe;neutral;future
2806;1425005553688928274;believe;negative;future
2807;1483204592527716352;deny;positive;past
2808;1481736630910296070;deny;negative;future
2809;1515501843602079747;believe;positive;future
2810;1514830748800364546;believe;positive;future
2811;1472399881654325250;believe;negative;past
2812;1460508601223716865;deny;positive;past
2813;1503579971440291842;believe;positive;future
2814;1499251750930321410;believe;neutral;future
2815;1512449135479300097;believe;positive;future
2816;1432215962258866179;believe;positive;future
2817;1514540010942443520;believe;positive;present
2818;1490330590855507970;deny;neutral;present
2819;1474834394300837888;deny;negative;past
2820;1476668782986809347;deny;negative;present
2821;1460334714535903237;deny;negative;present
2822;1475841270044102666;believe;positive;future
2823;1470542947854827521;believe;positive;present
2824;1469101590724415489;believe;negative;past
2825;1515030033315864579;believe;positive;present
2826;1461351761621360648;believe;negative;future
2827;1517084228516823040;believe;positive;future
2828;1477927798820020226;believe;negative;future
2829;1467474547532251136;believe;neutral;future
2830;1494358243438518290;deny;negative;present
2831;1498824020929613828;believe;positive;future
2832;1480869039366938629;believe;neutral;past
2833;1483919262515355648;believe;neutral;future
2834;1480604645441425412;deny;negative;present
2835;1478099098351947777;believe;positive;past
2836;1496740832568766465;deny;negative;past
2837;1507053152524247045;believe;neutral;future
2838;1498585590924824577;believe;positive;present
2839;1485049253118492673;believe;neutral;present
2840;1478367679190913036;believe;neutral;future
2841;1460633112874930178;believe;negative;future
2842;1514506377489973249;believe;positive;future
2843;1476249039410802690;deny;negative;present
2844;1479241672479453189;believe;neutral;present
2845;1461381277496401922;deny;neutral;past
2846;1515597144463654916;believe;positive;past
2847;1434801293629984772;believe;positive;present
2848;1505815706830528512;believe;positive;future
2849;1467948891861573637;believe;negative;future
2850;1508739409558003713;believe;neutral;future
2851;1471082815139762179;believe;negative;present
2852;1483917676925833222;believe;positive;present
2853;1460346170144821248;deny;negative;past
2854;1509834072453005313;believe;positive;future
2855;1456659095398666245;believe;positive;present
2856;1514517827197480961;believe;positive;future
2857;1472244437380214784;deny;positive;future
2858;1468926286802395146;believe;negative;future
2859;1474121841786581021;believe;positive;present
2860;1425838363077009408;believe;neutral;past
2861;1503736611913314312;believe;neutral;past
2862;1473941322989850624;believe;neutral;past
2863;1433568834565259276;believe;negative;past
2864;1514559898776145920;believe;positive;future
2865;1470485836798087175;believe;negative;future
2866;1483841278790017034;believe;positive;future
2867;1475253432550400001;believe;negative;future
2868;1496510814664208389;deny;negative;present
2869;1472554069067661316;believe;positive;future
2870;1497915467146670084;believe;neutral;future
2871;1467743263444504578;believe;negative;present
2872;1514578935685672960;believe;positive;future
2873;1469567293659262976;believe;neutral;present
2874;1507063724082970631;believe;positive;present
2875;1504481230401638400;believe;neutral;future
2876;1513903947270000642;believe;positive;future
2877;1478436328605949960;deny;neutral;present
2878;1471559940426846213;believe;neutral;past
2879;1477009442436747264;believe;negative;future
2880;1484920214500352000;believe;neutral;present
2881;1470725523282169856;believe;negative;present
2882;1514986976491065345;believe;positive;future
2883;1514972949824307209;believe;positive;past
2884;1485776457313837057;deny;negative;future
2885;1513698717446123523;believe;positive;present
2886;1514615202100432896;believe;positive;past
2887;1475585948473823233;believe;neutral;future
2888;1469709058370277376;believe;negative;present
2889;1476297155052650503;believe;negative;future
2890;1501319135732637706;believe;neutral;past
2891;1477883145412177920;believe;neutral;future
2892;1433598795351093252;believe;negative;future
2893;1458077529168916487;believe;negative;future
2894;1480258125940748290;deny;negative;present
2895;1460981412920713219;believe;neutral;future
2896;1450201025349046275;deny;positive;future
2897;1458487011447296003;believe;positive;future
2898;1476620765139292161;deny;positive;future
2899;1480546915930370050;deny;neutral;future
2900;1482092965564719104;believe;neutral;past
2901;1461451873076973570;believe;negative;future
2902;1461419531713359872;believe;negative;future
2903;1477786723757309956;believe;neutral;present
2904;1517872518769819648;believe;positive;future
2905;1420667238500216833;deny;neutral;future
